Year,Month,Date,State,State_Clean,Station,Station_Clean,Monitored,Available,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Coal Stock,Outage,Daily_Capacity_Factor,Zero_Gen_Flag,Zero_Gen_Check_Count,Capacity_Category,
2020,June-2020 ,6/24/2020,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,0,9.63,0.00,41.00,800.00,0.00,OK,0,Low Capacity,
2022,December-2022 ,12/30/2022,West Bengal,West Bengal,FARAKKA STPSUnit 4,FARAKKA STPS UNIT 4,500,500,7.90,10.90,18.00,0.00,90.83,OK,0,Low Capacity,
2020,November-2020 ,11/20/2020,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,0,2.33,0.00,27.00,210.00,0.00,OK,0,Low Capacity,
2024,May-2024 ,5/6/2024,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,657,2.46,7.54,0.00,0.00,47.79,OK,0,High Capacity,
2024,November-2024 ,11/24/2024,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,500,8.17,8.49,18.00,0.00,70.75,OK,0,Low Capacity,
2017,December-2017 ,12/15/2017,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,0,11.03,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2020,January-2020 ,1/3/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,9.00,11.44,18.00,0.00,95.33,OK,0,Low Capacity,
2017,December-2017 ,12/18/2017,Assam,Assam,BONGAIGAON TPPUnit 2,BONGAIGAON TPP UNIT 2,250,250,0.00,4.54,0.00,0.00,75.67,OK,0,Low Capacity,
2020,June-2020 ,6/5/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 5,SINGRAULI STPS UNIT 5,200,200,4.17,4.92,19.00,0.00,102.50,OK,0,Low Capacity,
2021,October-2021 ,10/2/2021,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,10.26,11.60,10.00,0.00,96.67,OK,0,Low Capacity,
2023,Feb-2023,18-Feb-2023,Bihar,,BARH STPS_Unit 2,BARH STPS UNIT 2,0,0,2.82,0,20,0,0,,,,
2023,January-2023 ,1/4/2023,Odisha,Odisha,TALCHER STPSUnit 4,TALCHER STPS UNIT 4,500,500,9.94,11.39,15.00,0.00,94.92,OK,0,Low Capacity,
2025,November-2025 ,11/21/2025,Odisha,Odisha,TALCHER STPSUnit 4,TALCHER STPS UNIT 4,500,500,11.40,10.83,11.00,0.00,90.25,OK,0,Low Capacity,
2023,March-2023 ,3/9/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,210,4.65,4.90,25.00,0.00,97.22,OK,0,Low Capacity,
2023,June-2026 ,6/25/2023,Chhattisgarh,Chhattisgarh,LARA TPPUnit 2,LARA TPP UNIT 2,800,800,17.50,17.25,19.00,0.00,89.84,OK,0,High Capacity,
2021,Apr-2021,01-Apr-2021,Jharkhand,,NORTH KARANPURA TPP_Unit 1,NORTH KARANPURA TPP UNIT 1,0,0,0,0,0,0,0,,,,
2022,September-2022 ,9/8/2022,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,800,4.87,13.58,2.00,0.00,70.73,OK,0,High Capacity,
2021,October-2021 ,10/12/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 5,RAMAGUNDEM STPS UNIT 5,500,500,8.39,11.81,3.00,0.00,98.42,OK,0,Low Capacity,
2019,April-2019 ,4/22/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,200,4.13,4.92,3.00,0.00,102.50,OK,0,Low Capacity,
2021,April-2021 ,4/8/2021,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 2,GADARWARA TPP UNIT 2,800,800,8.20,18.76,4.00,0.00,97.71,OK,0,High Capacity,
2024,May-2024 ,5/16/2024,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 2,GADARWARA TPP UNIT 2,800,800,17.71,16.47,32.00,0.00,85.78,OK,0,High Capacity,
2021,Mar-2021,19-Mar-2021,Bihar,,BARH I_Unit 1,BARH I UNIT 1,0,0,7.13,0,0,0,0,,,,
2021,May-2021 ,5/18/2021,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,2.71,6.78,13.00,0.00,56.50,OK,0,Low Capacity,
2025,September-2025 ,9/1/2025,Bihar,Bihar,BARH STPSUnit 1,BARH STPS UNIT 1,660,660,10.50,11.50,27.00,0.00,72.60,OK,0,High Capacity,
2019,March-2019 ,3/7/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 1,TALCHER (OLD) TPS UNIT 1,60,60,1.16,1.47,0.00,0.00,102.08,OK,0,Low Capacity,
2024,October-2024 ,10/5/2024,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,110,1.77,1.84,24.00,0.00,69.70,OK,0,Low Capacity,
2024,June-2024 ,6/5/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 9,VINDHYACHAL STPS UNIT 9,500,500,11.70,11.13,17.00,0.00,92.75,OK,0,Low Capacity,
2022,September-2022 ,9/10/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,10.23,11.89,14.00,0.00,99.08,OK,0,Low Capacity,
2018,August-2018 ,8/24/2018,Odisha,Odisha,TALCHER STPSUnit 3,TALCHER STPS UNIT 3,500,500,10.23,9.99,0.00,0.00,83.25,OK,0,Low Capacity,
2021,September-2021 ,9/24/2021,Bihar,Bihar,BARAUNI TPSUnit 7,BARAUNI TPS UNIT 7,105,0,0.53,0.00,1.00,105.00,0.00,OK,0,Low Capacity,
2023,January-2023 ,1/2/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 6,KORBA STPS UNIT 6,500,500,11.58,11.79,7.00,0.00,98.25,OK,0,Low Capacity,
2018,June-2018 ,6/4/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,500,10.47,12.02,0.00,0.00,100.17,OK,0,Low Capacity,
2020,August-2020 ,8/5/2020,Maharashtra,Maharashtra,MAUDA TPSUnit 4,MAUDA TPS UNIT 4,660,0,8.84,0.00,49.00,660.00,0.00,OK,0,Low Capacity,
2020,January-2020 ,1/5/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,9.87,10.93,12.00,0.00,91.08,OK,0,Low Capacity,
2025,May-2025 ,5/3/2025,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,500,11.32,11.17,22.00,0.00,93.08,OK,0,Low Capacity,
2026,January-2026 ,1/14/2026,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,4.48,4.15,17.00,0.00,82.34,OK,0,Low Capacity,
2022,February-2022 ,2/7/2022,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,11.14,11.77,17.00,0.00,98.08,OK,0,Low Capacity,
2018,June-2018 ,6/12/2018,Bihar,Bihar,KAHALGAON TPSUnit 3,KAHALGAON TPS UNIT 3,210,210,3.77,3.39,0.00,0.00,67.26,OK,0,Low Capacity,
2018,April-2018 ,4/18/2018,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 2,DADRI (NCTPP) UNIT 2,210,210,1.97,3.85,0.00,0.00,76.39,OK,0,Low Capacity,
2017,December-2017 ,12/17/2017,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,11.10,11.17,0.00,0.00,93.08,OK,0,Low Capacity,
2020,June-2020 ,6/12/2020,Odisha,Odisha,TALCHER (OLD) TPSUnit 6,TALCHER (OLD) TPS UNIT 6,110,110,2.60,2.65,38.00,0.00,100.38,OK,0,Low Capacity,
2023,November-2023 ,11/27/2023,West Bengal,West Bengal,FARAKKA STPSUnit 6,FARAKKA STPS UNIT 6,500,500,9.07,9.11,7.00,0.00,75.92,OK,0,Low Capacity,
2019,December-2019 ,12/2/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,4.00,4.23,7.00,0.00,83.93,OK,0,Low Capacity,
2025,October-2025 ,10/20/2025,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 2,KHARGONE STPP UNIT 2,660,660,11.35,9.65,32.00,0.00,60.92,OK,0,High Capacity,
2020,September-2020 ,9/18/2020,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,0,0.00,0.00,36.00,800.00,0.00,OK,0,Low Capacity,
2019,February-2019 ,2/5/2019,Bihar,Bihar,KAHALGAON TPSUnit 4,KAHALGAON TPS UNIT 4,210,210,3.82,4.04,0.00,0.00,80.16,OK,0,Low Capacity,
2022,January-2022 ,1/28/2022,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 1,KHARGONE STPP UNIT 1,660,660,3.55,11.66,10.00,0.00,73.61,OK,0,High Capacity,
2022,January-2022 ,1/25/2022,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,10.06,11.78,23.00,0.00,98.17,OK,0,Low Capacity,
2025,Dec-2025,12-Dec-2025,Uttarakhand,,TAPOVAN VISHNUGAD HPS,TAPOVAN VISHNUGAD HPS,0,0,0,0,0,0,0,,,,
2019,September-2019 ,9/21/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 4,TALCHER (OLD) TPS UNIT 4,60,0,1.27,0.00,2.00,60.00,0.00,OK,0,Low Capacity,
2023,September-2023 ,9/7/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 6,TANDA TPS UNIT 6,660,660,13.90,13.19,9.00,0.00,83.27,OK,0,High Capacity,
2021,July-2021 ,7/14/2021,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,10.26,11.71,9.00,0.00,97.58,OK,0,Low Capacity,
2024,May-2024 ,5/6/2024,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,4.77,4.61,16.00,0.00,91.47,OK,0,Low Capacity,
2020,January-2020 ,1/29/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 5,SINGRAULI STPS UNIT 5,200,200,4.52,5.05,17.00,0.00,105.21,OK,0,Low Capacity,
2022,January-2022 ,1/27/2022,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,250,0.55,4.58,12.00,0.00,76.33,OK,0,Low Capacity,
2025,June-2025 ,6/27/2025,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.47,4.12,15.00,0.00,85.83,OK,0,Low Capacity,
2025,September-2025 ,9/21/2025,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,11.30,10.04,25.00,0.00,83.67,OK,0,Low Capacity,
2018,December-2018 ,12/5/2018,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 4,SIMHADRI UNIT 4,500,500,8.69,10.34,0.00,0.00,86.17,OK,0,Low Capacity,
2022,May-2022 ,5/10/2022,West Bengal,West Bengal,FARAKKA STPSUnit 1,FARAKKA STPS UNIT 1,200,200,3.35,4.50,12.00,0.00,93.75,OK,0,Low Capacity,
2024,July-2024 ,7/21/2024,Bihar,Bihar,BARH STPSUnit 2,BARH STPS UNIT 2,660,0,12.52,0.00,21.00,660.00,0.00,OK,0,Low Capacity,
2023,January-2023 ,1/23/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 5,SINGRAULI STPS UNIT 5,200,200,4.39,4.86,16.00,0.00,101.25,OK,0,Low Capacity,
2018,March-2018 ,3/24/2018,Telangana,Telangana,RAMAGUNDEM STPSUnit 5,RAMAGUNDEM STPS UNIT 5,500,500,10.16,11.98,0.00,0.00,99.83,OK,0,Low Capacity,
2021,April-2021 ,4/26/2021,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,0,1.37,0.00,22.00,800.00,0.00,OK,0,Low Capacity,
2024,June-2024 ,6/28/2024,Odisha,Odisha,DARLIPALI STPSUnit 1,DARLIPALI STPS UNIT 1,800,0,18.53,0.00,39.00,800.00,0.00,OK,0,Low Capacity,
2024,May-2024 ,5/11/2024,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,4.77,4.11,16.00,0.00,81.55,OK,0,Low Capacity,
2023,September-2023 ,9/10/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 5,VINDHYACHAL STPS UNIT 5,210,210,4.87,4.35,21.00,0.00,86.31,OK,0,Low Capacity,
2025,July-2025 ,7/21/2025,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,11.48,11.31,9.00,0.00,94.25,OK,0,Low Capacity,
2024,July-2024 ,7/14/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 3,SINGRAULI STPS UNIT 3,200,200,4.68,4.87,9.00,0.00,101.46,OK,0,Low Capacity,
2022,August-2022 ,8/29/2022,Odisha,Odisha,DARLIPALI STPSUnit 2,DARLIPALI STPS UNIT 2,800,800,17.65,18.81,22.00,0.00,97.97,OK,0,High Capacity,
2024,September-2024 ,9/1/2024,Maharashtra,Maharashtra,MAUDA TPSUnit 4,MAUDA TPS UNIT 4,660,0,13.60,0.00,20.00,660.00,0.00,OK,0,Low Capacity,
2022,Jul-2022,17-Jul-2022,Bihar,,BARH STPS_Unit 2,BARH STPS UNIT 2,0,0,2.77,0,8,0,0,,,,
2022,July-2022 ,7/31/2022,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 4,DADRI (NCTPP) UNIT 4,210,210,1.84,2.80,9.00,0.00,55.56,OK,0,Low Capacity,
2019,September-2019 ,9/17/2019,Bihar,Bihar,BARAUNI TPSUnit 6,BARAUNI TPS UNIT 6,105,0,1.70,0.00,0.00,105.00,0.00,OK,0,Low Capacity,
2018,June-2018 ,6/15/2018,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,500,10.23,12.21,0.00,0.00,101.75,OK,0,Low Capacity,
2020,February-2020 ,2/21/2020,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 6,KORBA STPS UNIT 6,500,500,10.10,11.69,15.00,0.00,97.42,OK,0,Low Capacity,
2024,February-2024 ,2/14/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,11.62,11.63,18.00,0.00,96.92,OK,0,Low Capacity,
2019,January-2019 ,1/20/2019,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,9.52,10.46,0.00,0.00,87.17,OK,0,Low Capacity,
2019,November-2019 ,11/30/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,9.00,11.47,14.00,0.00,95.58,OK,0,Low Capacity,
2025,December-2025 ,12/31/2025,Rajasthan,Rajasthan,ANTA CCPP,ANTA CCPP,419,0,1.29,1.96,0.00,419.33,19.48,OK,0,Low Capacity,
2018,December-2018 ,12/28/2018,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,110,2.00,2.44,0.00,0.00,92.42,OK,0,Low Capacity,
2020,December-2020 ,12/7/2020,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 5,DADRI (NCTPP) UNIT 5,490,0,6.74,0.00,29.00,490.00,0.00,OK,0,Low Capacity,
2023,April-2023 ,4/29/2023,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,16.87,10.53,4.00,0.00,54.84,OK,0,High Capacity,
2023,June-2026 ,6/12/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 1,KORBA STPS UNIT 1,200,200,4.43,4.67,11.00,0.00,97.29,OK,0,Low Capacity,
2018,August-2018 ,8/3/2018,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 4,TANDA TPS UNIT 4,110,110,2.00,1.62,0.00,0.00,61.36,OK,0,Low Capacity,
2025,July-2025 ,7/21/2025,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,200,0.00,4.32,18.00,0.00,90.00,OK,0,Low Capacity,
2020,March-2020 ,3/4/2020,Bihar,Bihar,KAHALGAON TPSUnit 1,KAHALGAON TPS UNIT 1,210,210,4.13,4.39,7.00,0.00,87.10,OK,0,Low Capacity,
2024,December-2024 ,12/31/2024,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,0,1.87,0.00,45.00,110.00,0.00,OK,0,Low Capacity,
2022,March-2022 ,3/26/2022,Maharashtra,Maharashtra,MAUDA TPSUnit 4,MAUDA TPS UNIT 4,660,660,4.32,14.02,10.00,0.00,88.51,OK,0,High Capacity,
2020,Aug-2020,13-Aug-2020,Bihar,,BARH I_Unit 2,BARH I UNIT 2,0,0,0,0,0,0,0,,,,
2022,December-2022 ,12/18/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 2,SIMHADRI UNIT 2,500,500,6.90,9.84,17.00,0.00,82.00,OK,0,Low Capacity,
2023,August-2026 ,8/5/2023,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 1,SIMHADRI UNIT 1,500,500,9.29,7.78,18.00,0.00,64.83,OK,0,Low Capacity,
2020,September-2020 ,9/9/2020,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,0,0.00,0.00,35.00,800.00,0.00,OK,0,Low Capacity,
2024,July-2024 ,7/9/2024,Chhattisgarh,Chhattisgarh,LARA TPPUnit 2,LARA TPP UNIT 2,800,800,18.35,18.84,21.00,0.00,98.13,OK,0,High Capacity,
2020,February-2020 ,2/10/2020,Bihar,Bihar,KAHALGAON TPSUnit 3,KAHALGAON TPS UNIT 3,210,210,3.66,4.31,4.00,0.00,85.52,OK,0,Low Capacity,
2021,June-2021 ,6/27/2021,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,0,4.80,0.00,41.00,500.00,0.00,OK,0,Low Capacity,
2025,June-2025 ,6/30/2025,Maharashtra,Maharashtra,MAUDA TPSUnit 4,MAUDA TPS UNIT 4,660,660,12.93,7.16,28.00,0.00,45.20,OK,0,High Capacity,
2024,April-2024 ,4/28/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,10.97,10.14,14.00,0.00,84.50,OK,0,Low Capacity,
2023,January-2023 ,1/18/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,11.27,11.57,19.00,0.00,96.42,OK,0,Low Capacity,
2019,January-2019 ,1/12/2019,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,9.35,10.68,0.00,0.00,89.00,OK,0,Low Capacity,
2020,July-2020 ,7/23/2020,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 2,UNCHAHAR TPS UNIT 2,210,210,3.16,3.24,23.00,0.00,64.29,OK,0,Low Capacity,
2024,November-2024 ,11/26/2024,Chhattisgarh,Chhattisgarh,LARA TPPUnit 2,LARA TPP UNIT 2,800,800,18.37,19.20,21.00,0.00,100.00,OK,0,High Capacity,
2017,December-2017 ,12/21/2017,Odisha,Odisha,TALCHER (OLD) TPSUnit 2,TALCHER (OLD) TPS UNIT 2,60,60,1.32,1.49,0.00,0.00,103.47,OK,0,Low Capacity,
2025,January-2025 ,1/10/2025,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,12.71,14.13,18.00,0.00,73.59,OK,0,High Capacity,
2019,November-2019 ,11/23/2019,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,110,1.83,1.68,19.00,0.00,63.64,OK,0,Low Capacity,
2020,November-2020 ,11/24/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,3.87,4.59,16.00,0.00,91.07,OK,0,Low Capacity,
2019,August-2019 ,8/7/2019,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,0,10.94,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2017,December-2017 ,12/7/2017,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,0.00,11.97,0.00,0.00,99.75,OK,0,Low Capacity,
2020,December-2020 ,12/13/2020,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 1,UNCHAHAR TPS UNIT 1,210,210,3.29,2.84,27.00,0.00,56.35,OK,0,Low Capacity,
2025,December-2025 ,12/23/2025,Chhatisgarh,Chhattisgarh,KORBA STPSUnit 4,KORBA STPS UNIT 4,500,500,11.35,11.82,4.00,0.00,98.50,OK,0,Low Capacity,
2023,April-2023 ,4/25/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,210,4.90,4.97,23.00,0.00,98.61,OK,0,Low Capacity,
2022,November-2022 ,11/3/2022,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 1,UNCHAHAR TPS UNIT 1,210,0,2.73,0.00,18.00,210.00,0.00,OK,0,Low Capacity,
2018,February-2018 ,2/20/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 3,VINDHYACHAL STPS UNIT 3,210,210,4.00,4.73,0.00,0.00,93.85,OK,0,Low Capacity,
2023,June-2026 ,6/20/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.63,4.88,15.00,0.00,101.67,OK,0,Low Capacity,
2020,Sep-2020,12-Sep-2020,Madhya Pradesh,,GADARWARA TPP_Unit 2,GADARWARA TPP UNIT 2,0,0,0,0,8,0,0,,,,
2019,September-2019 ,9/5/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 5,RIHAND STPS UNIT 5,500,500,9.57,12.03,15.00,0.00,100.25,OK,0,Low Capacity,
2019,February-2019 ,2/11/2019,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,4.68,9.04,0.00,0.00,75.33,OK,0,Low Capacity,
2023,February-2023 ,2/17/2023,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,4.93,10.82,6.00,0.00,56.35,OK,0,High Capacity,
2017,October-2017 ,10/14/2017,Delhi,Delhi,BADARPUR TPSUnit 3,BADARPUR TPS UNIT 3,95,0,0.00,0.00,0.00,95.00,0.00,OK,0,Low Capacity,
2018,August-2018 ,8/21/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 5,RIHAND STPS UNIT 5,500,500,10.26,11.11,0.00,0.00,92.58,OK,0,Low Capacity,
2017,October-2017 ,10/11/2017,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,0,4.13,1.18,0.00,200.00,24.58,OK,0,Low Capacity,
2019,January-2019 ,1/30/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,10.10,9.96,0.00,0.00,83.00,OK,0,Low Capacity,
2021,September-2021 ,9/4/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 5,RAMAGUNDEM STPS UNIT 5,500,500,8.37,9.96,5.00,0.00,83.00,OK,0,Low Capacity,
2025,Jun-2025,16-Jun-2025,Jharkhand,,NORTH KARANPURA TPP_Unit 3,NORTH KARANPURA TPP UNIT 3,0,0,9.3,0,25,0,0,,,,
2020,August-2020 ,8/17/2020,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,110,1.19,1.73,45.00,0.00,65.53,OK,0,Low Capacity,
2022,October-2022 ,10/5/2022,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,0,4.81,0.00,6.00,800.00,0.00,OK,0,Low Capacity,
2018,November-2018 ,11/19/2018,West Bengal,West Bengal,FARAKKA STPSUnit 1,FARAKKA STPS UNIT 1,200,200,3.40,4.03,0.00,0.00,83.96,OK,0,Low Capacity,
2022,June-2022 ,6/13/2022,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 2,UNCHAHAR TPS UNIT 2,210,210,3.07,4.70,4.00,0.00,93.25,OK,0,Low Capacity,
2025,February-2025 ,2/22/2025,Bihar,Bihar,BARAUNI TPSUnit 7,BARAUNI TPS UNIT 7,105,0,0.00,0.00,26.00,105.00,0.00,OK,0,Low Capacity,
2018,November-2018 ,11/5/2018,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,10.11,11.30,0.00,0.00,94.17,OK,0,Low Capacity,
2024,October-2024 ,10/13/2024,Uttar Pradesh,Uttar Pradesh,DADRI CCPP,DADRI CCPP,830,130,3.26,0.00,0.00,699.59,0.00,Check,1,Low Capacity,
2022,January-2022 ,1/19/2022,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,9.35,10.44,16.00,0.00,87.00,OK,0,Low Capacity,
2020,December-2020 ,12/2/2020,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 1,SIMHADRI UNIT 1,500,500,0.00,7.53,30.00,0.00,62.75,OK,0,Low Capacity,
2021,November-2021 ,11/14/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 4,DADRI (NCTPP) UNIT 4,210,0,1.13,0.00,19.00,210.00,0.00,OK,0,Low Capacity,
2024,June-2024 ,6/8/2024,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,250,4.73,5.64,32.00,0.00,94.00,OK,0,Low Capacity,
2023,October-2023 ,10/17/2023,Maharashtra,Maharashtra,SOLAPUR STPSUnit 1,SOLAPUR STPS UNIT 1,660,660,8.74,11.71,2.00,0.00,73.93,OK,0,High Capacity,
2019,December-2019 ,12/8/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,10.79,11.91,5.00,0.00,99.25,OK,0,Low Capacity,
2023,February-2023 ,2/19/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.07,4.70,9.00,0.00,97.92,OK,0,Low Capacity,
2018,May-2018 ,5/17/2018,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.03,4.04,0.00,0.00,84.17,OK,0,Low Capacity,
2024,Apr-2024,07-Apr-2024,Jharkhand,,NORTH KARANPURA TPP_Unit 3,NORTH KARANPURA TPP UNIT 3,0,0,0,0,12,0,0,,,,
